A,B,C,D,E
74,96,94,37,84
90,76,30,64,83
1,35,86,24,34
89,79,97,78,4
42,54,44,70,10
46,74,4,86,54
38,56,93,56,15
21,40,83,69,78
67,64,91,5,88
38,32,24,22,81
44,84,64,100,14
88,61,75,67,10
65,39,67,30,70
74,96,27,58,18
77,17,57,39,53
38,68,34,46,52
84,26,31,86,22
93,2,8,86,20
90,53,44,3,95
35,27,25,29,10
77,21,56,43,8
58,40,34,1,24
1,60,51,35,61
34,3,74,11,12
56,39,95,8,42
27,60,81,4,32
89,81,8,33,84
9,34,7,54,77
51,94,59,15,1
94,41,35,69,55
2,74,4,61,31
3,93,100,70,76
85,54,47,61,89
5,31,61,97,20
32,44,92,27,46
82,56,16,66,8
51,59,69,4,79
11,89,5,44,76
3,24,14,4,72
29,49,21,62,78
27,38,12,34,4
32,5,61,12,94
96,75,85,37,90
18,76,19,97,46
93,63,3,72,79
63,1,7,16,21
42,35,44,87,20
7,30,100,86,51
65,95,0,57,81
95,13,98,83,19
26,46,27,47,90
25,11,5,7,29
76,44,61,99,22
77,50,45,46,95
2,14,60,30,53
41,58,27,40,81
99,83,59,44,90
84,94,58,18,21
44,62,24,39,33
45,8,76,82,4
25,79,35,61,7
53,39,43,93,8
95,52,10,23,13
95,24,43,79,69
99,65,72,95,52
100,12,23,94,38
83,62,90,48,43
26,56,9,12,37
12,16,90,37,66
30,12,25,9,31
22,52,83,61,7
58,53,19,97,18
33,10,84,93,10
17,37,48,43,24
28,49,100,42,4
35,20,100,34,91
5,52,76,41,23
99,96,22,60,3
31,60,18,62,79
47,16,26,23,66
51,55,91,95,20
53,22,22,25,46
11,32,66,91,73
30,52,65,44,11
82,21,58,55,31
9,61,40,18,84
9,34,48,13,60
88,66,37,3,77
65,8,96,93,47
20,79,11,93,68
92,55,57,12,52
87,3,21,12,72
50,90,0,100,64
23,55,47,72,99
52,42,8,4,28
27,14,17,22,16
25,52,75,44,64
89,12,57,90,69
43,35,81,3,19
48,11,46,12,69
25,15,2,7,19
90,98,16,71,35
6,30,35,87,100
87,27,90,40,7
69,26,84,90,47
24,79,94,45,87
83,14,55,73,1
35,75,51,21,81
82,46,88,36,28
22,79,32,20,12
68,65,13,94,80
8,29,88,100,59
95,68,37,61,7
50,43,53,55,77
11,90,91,11,75
22,85,84,77,13
13,85,53,11,97
42,95,66,41,15
40,52,73,19,57
42,51,33,78,79
40,75,99,71,70
2,38,11,15,41
51,92,100,56,71
78,78,6,13,62
37,44,0,19,0
68,88,28,72,13
65,52,55,41,24
90,15,15,77,83
98,86,8,91,14
53,43,55,50,16
35,54,68,60,40
57,43,70,50,74
11,51,100,32,24
32,47,84,38,8
11,71,56,44,31
60,36,46,8,12
45,11,92,48,41
98,83,93,78,51
61,37,91,18,12
35,0,34,63,52
23,45,62,87,67
42,4,51,7,99
21,48,94,75,5
9,49,64,81,51
74,34,62,13,66
43,12,97,86,42
60,0,13,69,76
2,34,7,16,83
87,41,11,48,59
99,17,59,94,84
14,85,70,55,2
50,0,23,11,21
47,81,100,78,85
86,84,33,23,83
98,34,34,46,11
25,37,25,79,96
6,96,73,18,5
73,93,25,34,91
41,83,41,67,61
48,23,67,82,79
22,75,65,89,72
100,8,72,1,79
48,76,32,66,69
25,52,31,64,91
89,84,33,42,58
17,35,91,89,93
97,22,45,86,15
50,98,63,29,2
35,32,76,74,9
84,0,28,39,24
39,37,4,32,30
34,91,97,25,31
99,14,16,26,18
6,4,46,68,88
100,20,62,81,97
16,48,59,58,92
95,1,73,19,99
48,7,44,85,19
45,89,47,83,78
59,4,68,73,42
15,2,95,22,41
60,44,35,0,44
40,34,62,35,7
70,27,80,97,84
84,38,88,81,70
19,79,37,60,87
35,48,9,96,84
61,98,22,34,55
89,68,48,44,82
30,52,36,83,72
21,30,91,72,76
35,47,51,42,55
51,41,11,70,43
45,43,71,17,36
23,43,30,8,60
14,60,11,86,66
75,34,38,45,94
99,24,46,4,56
2,66,16,71,9
59,47,93,35,52
61,11,25,100,83
36,72,100,21,16
93,80,64,60,22
86,60,8,93,76
45,62,54,45,84
74,36,2,82,4
85,9,21,43,2
20,41,14,21,42
40,3,82,41,36
83,26,82,97,75
31,30,16,24,42
87,7,80,18,54
10,48,84,33,84
46,31,3,16,98
19,83,33,62,3
3,50,11,23,57
47,94,17,95,0
92,16,95,41,38
0,77,28,51,54
95,98,25,95,49
45,26,97,4,76
49,52,14,20,81
69,50,67,45,88
62,52,42,71,77
22,77,68,39,89
37,87,27,70,28
66,98,87,8,74
57,28,65,4,8
28,90,93,21,56
87,92,84,96,45
42,7,89,25,17
85,42,88,0,85
40,95,26,58,46
0,34,67,9,1
70,9,71,70,70
64,31,85,50,93
31,51,28,6,48
1,92,2,26,36
34,10,45,33,17
33,63,78,36,93
13,17,3,46,87
33,52,68,47,81
57,50,39,30,87
22,49,18,45,31
59,89,2,6,45
20,93,71,51,21
11,87,94,4,84
75,45,68,54,54
67,26,33,93,41
82,89,65,89,84
54,26,0,88,82
54,81,69,50,65
13,50,81,12,68
91,95,83,19,23
29,66,84,11,71
95,97,50,12,81
39,81,20,72,46
62,91,62,59,88
59,54,28,47,81
93,65,56,21,34
51,26,92,75,89
37,72,68,87,24
33,90,72,89,20
57,1,88,21,81
37,0,73,18,92
24,98,94,84,37
97,9,59,89,58
70,75,80,30,0
28,62,23,95,13
27,81,92,84,35
94,51,35,17,36
59,62,23,91,1
69,77,39,36,11
83,29,44,40,51
42,72,52,33,56
50,46,87,77,88
16,20,77,76,44
96,37,12,87,78
39,58,72,96,66
15,12,69,63,0
7,40,100,46,95
38,90,53,37,86
86,37,6,79,97
64,43,61,37,59
85,79,1,46,52
60,79,96,87,99
46,50,7,12,68
21,2,37,17,64
5,80,45,90,20
52,96,72,77,81
49,17,97,85,64
82,79,20,42,53
77,85,48,32,5
35,92,40,96,96
21,1,97,87,4
87,0,86,73,48
67,80,73,28,94
68,26,53,82,9
10,5,6,22,63
60,38,11,15,41
69,16,25,54,89
85,36,1,15,21
39,55,41,73,53
76,95,59,67,89
5,81,20,63,1
13,88,2,69,65
26,47,56,88,66
35,25,46,85,21
78,41,21,36,82
18,4,22,61,93
48,60,16,4,72
82,29,78,94,56
28,76,34,8,27
53,62,50,94,15
59,35,86,60,27
29,24,46,7,22
72,76,84,97,36
18,71,53,94,28
45,23,83,67,18
49,32,90,47,34
54,83,27,69,88
82,68,90,58,33
54,50,65,7,21
96,72,45,3,28
96,54,43,58,99
64,2,57,28,41
32,71,73,74,63
19,13,48,92,30
87,88,30,46,40
66,1,46,68,35
81,65,14,34,66
89,72,85,96,94
84,57,96,24,18
49,78,7,34,63
35,3,7,24,81
100,36,21,96,31
81,49,5,67,22
48,15,98,2,56
61,30,80,57,15
36,7,39,38,96
70,9,22,31,53
72,48,26,23,74
97,10,43,91,3
68,25,13,41,83
48,38,43,94,72
77,90,73,32,23
28,74,32,18,54
68,91,93,21,52
81,29,7,18,17
1,36,63,93,16
38,92,88,76,83
74,47,21,9,57
97,26,47,20,80
9,87,54,9,16
35,59,10,17,21
27,54,56,38,43
39,33,80,54,91
3,28,77,72,51
65,56,21,22,40
87,78,2,22,69
66,40,37,5,2
28,56,45,4,29
49,35,82,38,67
37,46,73,56,32
48,71,94,42,19
14,71,90,50,32
25,50,84,25,61
41,79,39,87,53
60,70,61,94,62
76,97,32,48,89
26,68,81,40,56
17,64,54,4,61
39,36,34,59,58
65,18,84,2,56
31,71,40,67,85
38,54,71,49,41
0,83,25,72,54
7,73,99,81,19
10,46,43,68,91
69,63,32,34,79
36,77,60,8,8
99,11,94,35,34
15,16,18,90,39
58,7,82,26,18
17,28,49,13,30
95,3,70,36,55
68,57,63,72,93
49,30,8,22,22
22,61,43,58,88
23,23,14,63,73
81,25,66,47,73
93,91,31,33,4
31,15,85,42,7
57,31,8,10,97
88,9,94,54,60
59,88,12,43,22
3,79,70,71,25
76,81,22,50,9
67,17,62,94,63
84,70,80,91,82
88,97,56,18,37
17,99,42,22,34
58,38,98,41,26
36,62,7,12,20
59,87,69,33,2
45,19,91,14,32
93,64,75,48,43
13,8,77,43,40
20,70,81,6,36
1,74,85,89,46
18,37,73,92,75
62,81,38,86,80
62,66,79,87,49
95,77,65,43,87
37,23,27,19,5
37,89,44,91,24
23,12,43,51,21
51,18,95,5,47
19,73,62,91,45
54,11,29,95,84
23,1,39,43,2
33,20,1,58,18
65,79,7,74,19
34,80,7,32,36
77,62,97,87,67
57,91,35,80,28
67,25,84,58,40
90,51,72,10,46
38,23,45,100,34
39,1,90,5,45
0,19,26,49,92
31,48,51,43,22
39,69,94,78,71
68,62,43,31,24
34,31,47,29,29
30,61,38,83,43
66,93,33,36,62
98,31,100,98,98
75,7,1,73,42
78,41,24,54,87
98,64,37,82,58
43,31,11,14,83
96,7,5,8,41
47,44,10,9,32
89,47,61,32,36
34,31,71,73,37
45,57,79,41,55
1,70,59,22,90
43,86,23,75,16
71,53,13,64,63
35,5,52,55,38
58,57,19,8,20
92,81,23,100,24
6,78,53,100,13
31,77,49,63,90
39,69,32,92,92
3,33,16,92,61
66,4,49,37,23
55,5,37,20,82
64,25,12,75,47
77,79,8,98,20
18,41,100,22,35
49,9,38,91,93
29,83,76,93,56
33,18,86,49,59
87,23,12,66,44
16,96,63,85,36
86,65,10,38,35
97,50,94,34,94
16,23,12,23,39
30,11,4,21,3
91,48,55,92,75
94,18,22,40,25
23,61,23,23,93
41,89,39,94,97
64,44,72,63,81
31,65,3,25,1
16,57,10,11,87
48,7,77,15,52
19,11,33,30,79
39,75,8,5,60
59,54,11,79,14
12,34,62,43,75
60,43,38,9,88
99,87,93,32,60
59,85,10,9,94
7,24,67,82,50
47,56,20,9,67
47,29,85,45,92
61,91,45,79,59
29,62,71,66,33
71,52,36,96,16
41,93,22,86,5
22,67,37,63,92
86,5,100,45,66
91,35,29,5,36
50,57,34,29,82
94,95,70,66,96
75,85,73,83,40
52,24,70,82,97
79,19,58,5,84
73,25,54,17,19
6,67,76,80,21
22,81,35,0,34
34,28,28,56,67
94,60,88,85,90
13,79,47,38,23
3,63,23,25,79
26,4,46,55,85
46,95,17,92,71
29,1,44,65,63
22,74,22,11,74
22,65,36,13,76
47,28,87,91,76
54,12,69,67,78
9,29,61,47,41
55,60,92,88,14
36,44,87,72,88
42,16,89,64,11
69,90,66,90,74
81,32,72,89,11
7,19,95,69,25
49,53,70,66,23
59,85,2,71,39
68,3,2,78,27
79,95,65,73,48
68,85,35,20,16
40,83,55,97,11
72,72,80,61,59
85,75,30,78,47
68,31,53,14,58
82,70,88,9,49
20,42,27,23,50
57,37,63,87,0
2,50,46,100,51
33,53,8,82,45
71,8,96,54,3
64,14,71,38,52
25,31,38,63,14
98,43,87,64,60
49,74,51,32,69
71,90,94,27,50
85,93,44,20,19
71,55,61,80,22
98,23,91,49,90
78,66,10,100,18
7,63,38,26,43
57,54,9,6,74
78,75,25,77,54
92,64,95,67,2
95,69,75,21,63
57,49,44,61,41
44,24,29,38,63
19,59,96,88,45
63,26,62,13,15
76,80,16,44,79
23,11,68,73,81
0,61,72,8,97
12,24,29,35,6
65,73,94,14,3
67,32,61,16,3
98,65,59,7,99
61,91,100,9,36
96,85,39,48,61
56,55,88,74,28
19,43,27,12,1
45,42,75,38,88
49,10,42,80,44
34,17,43,64,51
35,53,68,46,51
85,32,16,76,15
32,72,51,89,54
54,8,26,12,97
22,9,76,46,21
13,94,90,38,14
66,24,70,83,1
95,72,83,85,31
14,33,10,30,54
51,1,66,80,20
39,35,70,32,8
78,67,5,82,90
20,41,49,5,13
80,20,16,51,43
53,6,41,80,27
94,15,65,97,72
31,69,29,14,34
54,22,14,45,36
58,94,57,86,24
43,73,70,12,48
25,100,100,43,69
74,48,27,21,95
27,74,36,91,64
45,93,74,17,3
97,34,73,8,90
58,51,64,23,30
7,2,77,69,61
44,30,55,94,57
28,38,65,94,95
31,34,75,43,83
87,17,73,39,96
60,7,65,46,13
11,79,86,63,4
0,3,68,96,37
71,97,47,33,74
91,49,92,39,19
40,55,38,70,56
6,26,25,96,39
56,99,94,13,52
42,47,55,98,99
67,67,63,55,74
32,50,92,81,27
0,70,93,46,22
20,21,0,76,79
8,9,42,45,68
18,7,96,98,36
97,49,87,80,2
68,70,94,77,91
23,21,72,42,76
13,67,88,52,79
30,88,92,56,44
45,64,68,74,6
68,48,79,93,64
83,51,43,95,17
92,67,10,37,2
27,27,96,1,79
6,73,30,92,76
94,8,18,83,52
95,93,94,36,39
98,83,7,13,27
83,59,11,49,53
53,13,23,74,8
35,38,28,71,24
32,89,6,24,47
45,5,32,36,4
3,5,24,45,74
63,96,28,60,31
11,72,61,34,85
8,78,40,72,86
69,97,33,100,76
82,23,0,45,63
51,84,98,25,75
42,18,73,58,20
87,49,55,99,87
63,71,80,23,40
76,99,48,45,23
85,4,62,19,73
30,100,71,10,62
20,20,42,1,17
91,98,28,12,54
74,99,55,68,90
72,2,95,98,34
29,70,55,59,27
10,19,67,4,13
76,82,22,64,41
62,51,33,42,3
1,17,55,28,54
66,24,92,12,1
86,19,80,90,44
3,11,89,52,72
13,70,94,4,62
28,85,53,47,6
60,38,49,6,49
31,27,1,1,42
16,59,44,100,31
60,73,78,98,43
94,76,44,40,85
50,17,89,46,74
98,27,94,1,76
36,4,62,42,19
90,72,16,51,52
71,30,5,16,40
75,66,42,70,10
79,89,14,10,66
36,73,33,76,93
73,89,9,7,20
22,49,73,40,84
43,91,83,84,95
48,52,63,8,93
0,68,96,92,45
9,35,38,57,94
49,5,48,48,98
69,40,91,69,10
75,67,59,3,92
43,49,70,18,31
25,88,79,5,32
85,31,32,19,43
5,70,67,55,18
51,49,63,68,84
87,84,7,55,51
19,39,7,21,56
96,17,54,97,87
83,93,85,48,53
17,64,43,13,76
89,32,76,28,6
54,73,26,15,17
22,19,88,48,57
46,64,19,65,71
93,25,83,2,90
56,45,40,49,40
80,58,83,48,19
63,66,66,64,83
67,34,0,82,56
93,53,37,53,52
42,74,61,42,55
39,11,49,25,31
25,54,6,87,47
7,56,56,26,79
37,8,43,83,40
94,96,24,7,24
96,86,10,57,53
7,70,5,73,26
2,34,90,93,53
6,37,59,22,92
9,0,15,49,82
49,9,91,68,53
99,33,40,49,6
65,87,6,41,57
24,19,18,6,12
22,9,73,82,35
62,41,9,77,93
70,22,59,80,53
63,71,86,76,30
72,42,39,18,92
12,17,15,27,48
6,8,82,0,62
89,46,21,93,79
97,63,41,89,35
12,66,83,56,5
2,31,89,19,1
63,57,14,68,99
16,44,43,2,71
73,33,1,44,69
78,90,89,94,16
27,76,68,87,50
38,36,79,38,49
34,58,18,11,53
8,99,93,70,54
32,90,60,35,94
90,52,76,50,92
87,15,90,93,8
43,32,66,38,53
11,93,97,0,24
94,56,7,53,8
12,87,65,86,6
71,27,17,6,12
31,42,76,26,12
99,18,55,32,65
4,33,24,20,70
76,39,81,95,40
66,12,38,50,46
92,94,37,74,83
98,19,31,6,68
6,56,8,28,46
42,82,34,30,36
15,67,23,85,51
20,85,28,20,84
80,28,81,44,86
97,47,89,87,78
62,42,44,42,43
29,4,20,55,45
87,62,48,41,52
20,86,87,34,25
57,40,80,0,87
1,73,0,85,37
81,5,26,39,66
29,18,96,51,69
29,74,17,25,26
68,97,0,0,18
15,34,18,54,8
98,45,14,28,78
27,79,20,27,94
0,22,96,23,77
46,63,87,29,74
78,93,40,1,71
22,76,57,42,6
19,38,66,31,46
20,9,58,1,13
34,76,62,97,20
83,68,88,24,48
55,62,67,32,53
2,77,75,82,43
6,1,86,77,28
57,75,77,0,100
63,75,74,17,24
77,80,8,54,90
15,69,93,100,48
70,86,32,65,9
99,49,78,9,13
23,29,30,0,57
70,14,35,85,37
56,56,79,69,91
0,17,76,24,27
42,27,67,81,24
89,93,89,59,4
70,5,94,70,18
2,79,41,92,8
7,53,89,17,94
49,38,20,10,32
42,30,81,47,15
4,82,73,36,31
17,22,61,22,5
38,60,50,25,43
99,41,69,2,54
63,82,47,24,91
19,19,96,1,65
7,38,40,96,4
9,57,71,93,79
18,69,75,16,48
76,54,69,29,0
76,75,15,3,15
100,94,36,15,28
41,14,97,32,1
50,37,35,14,34
20,20,26,34,20
17,22,76,63,39
11,45,37,30,83
20,18,75,6,95
63,73,85,13,18
61,36,55,35,47
49,7,1,78,24
59,11,44,26,79
24,31,86,70,85
66,94,5,15,57
61,9,32,57,1
68,20,52,73,28
65,23,7,91,33
44,21,71,5,59
89,61,83,25,96
92,37,26,83,76
88,65,82,3,14
93,84,25,85,27
53,35,74,76,55
9,57,55,21,49
44,43,1,57,59
57,62,48,47,53
61,83,73,78,86
80,68,86,56,12
98,61,30,3,23
40,42,22,50,94
14,44,97,56,82
63,11,41,7,24
55,71,22,26,4
47,96,45,75,15
60,88,62,45,53
4,13,86,60,35
19,22,62,63,45
59,27,97,33,70
89,39,70,28,0
100,0,63,53,13
84,84,97,38,20
67,19,57,74,56
92,44,74,50,33
30,30,19,83,46
58,88,81,98,40
48,84,9,64,91
29,4,99,97,7
81,3,5,9,81
77,30,52,29,87
98,22,28,29,45
65,3,59,0,68
22,97,100,70,23
92,17,10,79,97
100,22,35,86,44
98,30,42,71,95
34,41,19,49,60
22,75,29,42,37
76,44,41,54,59
50,37,67,1,15
50,3,55,33,91
28,68,41,100,86
38,22,40,59,62
81,4,0,63,96
55,67,5,29,22
84,40,63,72,58
46,18,19,2,51
87,72,27,92,93
19,92,95,18,45
43,26,58,73,53
8,18,49,57,32
53,78,72,30,46
65,82,80,98,31
84,96,93,89,52
26,45,16,18,54
47,87,33,66,68
19,33,36,36,1
34,9,98,23,0
62,25,15,86,45
39,56,75,17,32
92,89,41,8,22
47,100,86,64,16
60,40,53,98,61
18,60,89,53,54
60,91,98,64,2
65,21,51,3,41
72,85,55,62,30
56,18,84,58,31
84,31,60,6,80
82,8,59,2,64
15,83,80,75,84
80,38,19,40,5
75,86,52,92,60
12,77,86,88,42
93,60,96,41,52
18,5,70,84,3
48,88,70,41,28
98,100,2,100,24
79,60,12,92,81
84,63,77,20,76
30,27,18,56,31
39,98,60,83,82
46,55,25,65,15
41,62,19,91,67
59,23,45,44,6
69,6,1,59,44
15,34,5,30,28
9,50,82,59,37
31,68,17,22,74
49,24,9,20,18
87,72,0,64,40
72,95,97,26,10
40,40,85,92,14
43,87,83,40,5
96,0,92,87,54
47,4,54,39,21
70,6,59,27,13
55,61,33,2,46
36,76,39,44,66
75,13,25,72,81
53,77,90,11,58
74,82,43,54,6
29,22,46,90,15
50,12,57,23,33
39,10,41,7,4
31,97,59,58,42
2,98,14,75,3
94,11,63,46,91
87,93,29,85,72
66,15,60,61,100
8,77,83,23,57
43,87,78,33,49
9,62,21,54,17
75,19,88,99,44
5,83,96,44,48
1,91,49,45,18
11,21,43,35,9
68,68,31,92,96
70,68,94,36,64
98,98,16,97,90
45,12,69,37,35
41,20,19,33,79
18,88,40,81,82
96,23,27,58,74
38,67,70,27,55
95,3,72,72,6
34,51,44,17,60
95,0,67,83,92
35,99,64,36,12
72,76,43,64,85
96,80,91,83,45
26,63,94,92,34
19,91,88,73,69
51,19,9,69,9
65,90,2,79,62
100,65,97,70,80
100,69,78,95,58
48,39,73,46,82
51,2,30,15,27
54,0,15,49,61
65,83,49,27,15
52,16,31,80,83
92,64,49,62,71
84,64,82,40,72
51,75,73,27,27
39,33,94,26,10
39,53,58,31,75
94,54,81,99,41
63,49,95,81,74
76,38,83,13,44
81,3,53,45,28
56,22,71,80,91
97,1,44,42,20
88,50,98,47,10
95,89,68,2,4
50,70,36,65,80
91,70,26,54,66
54,73,99,91,85
18,96,25,79,68
26,23,81,34,42
55,9,98,12,3
94,42,100,44,53
91,31,7,57,98
16,65,49,29,75
75,49,72,90,51
9,15,25,82,30
74,39,46,1,83
15,15,51,90,91
58,61,87,53,55
40,72,75,80,97
8,2,88,2,49
26,9,92,80,88
1,87,40,42,80
72,89,42,50,39
42,14,77,14,5
49,58,62,73,34
37,71,32,23,91
9,97,7,53,28
97,47,94,10,27
5,2,47,24,10
52,4,51,2,52
2,52,54,82,79
49,68,38,44,23
66,13,96,2,68
10,88,54,26,44
56,30,58,27,40
61,14,54,57,99
95,62,39,15,94
98,30,3,14,60
85,10,100,48,47
18,62,10,11,49
99,100,37,59,36
16,36,38,68,41
73,5,97,23,30
60,82,3,15,70
32,61,47,83,93
8,42,88,93,76
94,69,76,21,70
65,85,62,67,0
77,44,25,56,99
36,78,74,62,23
10,54,53,75,43
29,27,50,94,89
95,42,3,54,37
70,46,82,17,98
72,13,12,79,63
54,67,69,74,76
60,46,62,57,7
41,82,80,35,86
18,30,49,3,53
15,100,71,45,45
84,28,13,63,44
96,19,69,4,32
27,17,2,57,12
3,7,22,82,94
67,66,74,72,49
13,70,44,77,98
95,88,54,52,10
86,51,60,11,45
60,41,82,93,38
29,0,89,52,93
55,64,7,45,38
2,91,1,10,80
60,38,72,40,10
56,63,77,60,6
51,89,8,10,56
74,77,77,62,51
21,100,96,6,78
85,33,51,1,5
77,76,15,19,21
46,53,25,9,12
11,38,55,79,31
35,58,33,57,38
40,64,47,47,98
26,74,96,23,6
43,77,2,47,3
14,41,90,94,3
21,65,73,17,61
25,38,53,47,79
22,2,76,26,92
92,71,83,36,48
7,26,8,84,27
14,0,74,71,3
12,52,14,14,81
85,32,83,86,72
75,13,40,95,99
75,61,10,31,42
64,61,59,10,86
70,71,93,30,31
69,85,71,5,26
55,41,35,10,90
98,37,37,72,25
21,85,14,16,65
79,78,33,14,45
93,3,84,24,20
100,86,90,81,50
83,60,80,5,20
83,34,13,2,23
33,37,30,76,70
72,56,44,90,74
99,95,77,50,39
52,8,94,17,40
90,65,84,0,88
31,54,100,86,61
18,42,58,63,51
90,17,35,79,67
24,26,58,55,44
45,15,71,55,80
10,4,88,56,3
92,67,97,25,15
6,14,87,1,24
95,24,14,65,78
14,77,78,5,100
88,96,24,46,93
19,14,52,58,20
18,61,58,99,96
22,1,49,55,59
87,10,73,5,46
48,21,88,48,36
86,50,4,76,72
52,95,94,57,79
27,33,97,40,1
15,84,24,93,47
40,61,84,26,0
90,12,86,31,11
40,54,66,54,59
75,17,11,49,74
54,73,85,56,91
73,54,89,21,35
62,36,93,61,71
24,79,50,28,38
28,94,26,92,99
0,48,31,23,46
73,45,71,35,12
76,66,75,47,14
8,18,44,100,29
82,81,55,34,32
44,8,2,31,98
39,68,69,83,79
46,32,85,98,50
85,85,10,20,85
86,18,1,45,52
58,78,28,83,89
24,24,78,1,60
54,54,77,75,61
52,99,86,35,87
94,58,41,38,64
75,90,85,67,5
7,67,27,58,92
33,44,34,65,90
46,64,20,100,41
94,47,31,99,56
62,11,63,76,41
34,57,48,57,71
34,87,92,95,7
60,51,40,59,62
64,84,44,8,92
12,30,60,58,70
96,41,62,80,45
72,37,4,8,0
25,64,28,17,54
3,13,70,46,31
6,81,93,7,50
71,59,16,52,8
3,11,71,11,64
64,23,54,99,16
57,9,10,6,56
85,65,9,61,16
54,54,66,91,89
74,25,44,31,100
1,93,53,24,58
23,16,76,55,18
6,59,47,98,87
53,11,95,44,87
33,91,61,32,86
27,74,74,68,68
26,64,32,95,41
65,42,67,20,55
47,2,40,79,77
42,36,13,15,62
100,94,32,35,37
42,63,81,95,92
25,49,6,86,95
87,53,33,14,93
80,78,17,78,67
41,53,88,95,25
52,99,87,85,70
43,58,6,39,51
61,19,10,94,94
53,51,60,87,22
75,55,23,35,34
15,18,48,38,91
64,38,66,45,62
43,75,44,40,57
73,57,30,58,82
52,3,93,72,55
64,51,34,37,42
65,68,65,67,47
7,70,55,43,12
46,8,70,92,88
1,35,42,11,72
87,14,61,89,9
13,46,93,97,89
18,77,78,85,30
50,43,91,63,35
70,53,78,9,17
32,10,49,30,10
51,70,64,11,5
70,42,77,16,48
85,49,88,73,38
33,7,22,95,76
11,74,29,64,52
24,13,77,95,31
24,92,63,53,10
30,7,42,38,100
9,7,75,97,28
57,67,90,55,57
13,8,32,65,25
75,30,83,56,74
9,60,86,33,16
82,67,74,5,30
76,5,4,67,40
29,75,90,28,78
36,21,42,33,44
14,5,69,8,9
48,91,42,31,99
49,61,16,58,12
53,28,96,50,10
52,13,87,48,86
49,72,19,64,34
43,7,32,34,22
58,31,40,59,72
53,71,75,47,33
87,76,63,79,59
97,64,38,30,84
16,23,24,39,86
96,51,26,40,32
96,23,52,99,48
64,94,5,28,5
8,75,15,52,59
62,13,28,32,31
69,20,49,88,87
58,71,17,46,95
37,73,9,35,42
27,62,45,5,13
14,4,91,99,76
3,19,18,44,3
85,43,35,67,66
88,49,66,77,41
89,51,85,52,94
41,33,14,59,4
88,45,99,54,73
73,1,9,12,91
11,60,88,6,72
13,64,78,51,81
20,70,40,72,29
82,69,73,43,77
24,73,62,94,95
89,19,9,80,53
95,27,39,67,64
64,77,78,10,83
7,50,1,86,62
22,32,55,74,12
38,52,88,61,55
84,74,65,31,73
30,46,78,33,21
26,40,20,36,28
28,50,26,54,4
85,7,16,2,40
71,79,51,77,31
7,65,36,17,43
87,42,85,28,37
8,41,77,96,63
56,2,95,71,21
6,18,63,56,61
53,0,99,7,5
3,89,95,31,24
36,43,86,48,57
30,26,0,72,17
16,12,26,51,86
70,50,27,68,12
29,83,78,73,66
74,90,19,68,99
71,88,13,31,51
62,8,27,52,60
72,95,17,94,12
44,52,85,94,35
84,81,61,83,61
79,24,41,12,72
34,44,3,58,63
5,75,90,74,16
33,7,27,63,12
60,16,50,69,63
28,3,99,94,98
80,50,76,49,34
45,86,83,41,86
93,2,23,40,58
99,58,98,80,26
53,27,35,72,54
37,6,57,24,15
21,70,49,20,45
17,67,57,77,77
13,54,43,67,59
98,87,61,45,29
55,45,85,30,26
94,2,52,18,69
59,66,54,1,85
69,45,1,3,77
64,75,35,87,77
23,25,21,90,54
25,91,71,92,35
71,16,65,3,41
54,26,8,80,53
39,77,43,4,6
33,96,88,74,57
85,44,50,10,15
10,65,20,70,66
62,71,92,91,81
100,61,21,70,33
85,27,12,27,27
72,74,4,2,55
99,96,54,73,39
49,46,99,80,77
12,46,36,32,81
77,1,33,40,12
32,63,78,81,59
33,84,87,20,78
31,46,68,91,100
40,40,62,38,67
92,16,47,35,63
54,94,58,98,69
73,61,0,93,80
3,23,97,83,46
8,64,75,23,41
1,64,36,94,89
45,38,4,100,60
48,15,51,12,87
55,33,9,16,77
32,92,87,65,38
85,19,37,47,55
88,3,62,97,79
20,37,61,39,81
57,60,33,71,14
58,51,15,10,73
54,33,78,90,71
48,22,82,92,28
57,87,23,21,67
51,62,79,99,43
25,78,15,22,85
55,75,71,89,99
97,91,43,34,66
59,25,48,97,43
67,57,79,20,50
81,13,68,24,85
90,85,86,0,4
35,17,49,93,6
41,9,53,45,62
52,10,95,56,32
72,91,5,49,84
35,67,6,79,39
92,20,79,17,46
52,84,63,32,56
96,52,36,50,2
49,35,91,66,12
58,50,62,93,41
7,67,14,54,57
66,19,61,40,80
8,43,8,0,52
60,75,31,45,21
98,13,95,78,26
99,49,62,70,1
45,48,8,12,43
23,90,13,36,11
1,21,79,94,47
76,57,83,66,100
61,72,89,7,83
72,62,44,80,36
60,40,90,9,16
82,90,10,34,9
49,18,10,88,94
77,88,62,39,50
27,19,46,8,66
96,51,18,63,46
63,20,46,58,22
86,18,41,80,62
54,42,7,77,75
24,94,66,48,23
49,25,63,60,93
60,44,31,78,53
98,97,12,63,81
33,57,1,65,81
60,62,71,30,98
54,84,75,2,37
95,88,100,16,24
73,57,0,49,4
57,100,61,90,9
45,11,86,49,18
98,28,11,1,2
19,36,19,47,86
98,49,6,99,66
63,65,77,54,94
35,84,90,99,62
34,7,79,64,56
0,58,87,86,93
46,69,14,84,2
54,81,49,93,51
13,63,46,54,70
23,8,15,39,67
83,89,28,84,74
79,90,77,30,70
23,23,54,55,44
